Title,Link,Detailed Description,What You'll Learn,Requirements,Target Audience,Instructor,Rating,Ratings Count,Duration,Lectures,Level,Current Price,Original Price
The Introduction of AI and Machine Learning with Python,https://www.udemy.com/course/the-introduction-of-ai-and-machine-learning-with-python/,"Learn Data Science, Machine Learning (Artificial Intelligence), Deep Learning & more from the absolute basics!","['Define and understand the meaning of AI and machine learning and explore their applications', 'Handling Data Frames by learning various tasks including (data exploration, visualization and cleaning)', 'Understand and create various Supervised Learning algorithms', 'Understand and create various Unsupervised Learning algorithms', 'Understand and build recommendation systems', 'Understand and create NLP (Natural Language Processing) systems', 'Define and understand Deep Learning in computer vision']",['Previous programming knowledge. Python recommended.'],"['Beginner Python coders curious about AI and machine learning', 'Any passionate person who is interested in learning AI and data science']",Fun Robotics Academy,4.5,65 ratings,5.5 total hours,106 lectures,Beginner,"Current price₫299,000","Original Price₫399,000"
A deep understanding of deep learning (with Python intro),https://www.udemy.com/course/deeplearning_x/,"Master deep learning in PyTorch using an experimental scientific approach, with lots of examples and practice problems.","['The theory and math underlying deep learning', 'How to build artificial neural networks', 'Architectures of feedforward and convolutional networks', 'Building models in PyTorch', 'The calculus and code of gradient descent', 'Fine-tuning deep network models', 'Learn Python from scratch (no prior coding experience necessary)', 'How and why autoencoders work', 'How to use transfer learning', 'Improving model performance using regularization', 'Optimizing weight initializations', 'Understand image convolution using predefined and learned kernels', 'Whether deep learning models are understandable or mysterious black-boxes!', 'Using GPUs for deep learning (much faster than CPUs!)']","['Interest in learning about deep learning!', 'Python/Pytorch skills are taught in the course', 'A Google account (google-colab is used as the Python IDE)']","['Students in a deep learning course', 'Machine-learning enthusiasts', 'Anyone interested in mechanisms of AI (artificial intelligence)', 'Data scientists who want to expand their library of skills', 'Aspiring data scientists', 'Scientists and researchers interested in deep learning']",Mike X Cohen,4.8,"5,816 ratings",57.5 total hours,265 lectures,Beginner,"Current price₫359,000","Original Price₫2,069,000"
Masterclass Testing Machine Learning (AI) Models,https://www.udemy.com/course/introduction-to-testing-ai-models-llms-and-chatbots/,"Gain basic understanding how to test Foundation Models, LLMs, Chatbots and AI bases systems.","['Understand how AI is working', 'Understand basic software testing and how to apply it to Artificial Intelligence Models', 'Understand how Machine Learning Models are tested compared to traditional software', 'Understand the Ethics behind Artificial Intelligence (AI) and how to validate biases in Large Language Models ( LLMs)', 'Understand how to test reasoning abilities of AI', 'Gain knowledge of reasoning types and how to validate Foundation AI Models against different logic and reasoning Types', 'Gain knowledge on what is Natural Language Processing, and what tools can be used to test for it in a Machine Learning Model', 'See how to benchmark AI against models ""HellaSWAG, MMLU, GLUE, BLEU, Humaneval""', 'Importance of test data and how model drifting degrades Large Language Model Performance', 'See how chatbots can be tested with real Chatgpt examples', 'Demo on testing Chat GPT with automated Tools', 'Understand Adversial Testing techniques - Gain knowhow on how to perform attacks on Artificial Intelligence Models', 'Understand the common and traditional metrcs what are used in Machine Learning field, such as F1 Score, Perplexity Recall and Accuracy', 'Understand K- Folding Data techniques']","['basic experience with software testing', 'basic coding experience ( but not needed)', 'optional - GPT model 4 subscription (but not needed)', 'desire to learn the hottest skill on the market', 'Basic programming in python', 'VS Code,  A mac/pc, OPEN AI API Key - not mandatory but desirable']","['Citizen Developer', 'Software testers', 'quality engineers', 'Engineering Directors']",Dan Andrei Bucureanu,4.5,328 ratings,13.5 total hours,145 lectures,Beginner,"Current price₫279,000","Original Price₫399,000"
Generative AI for Beginners,https://www.udemy.com/course/generative-ai-for-beginners-b/,"Generative AI Made Easy: Start Your Generative AI Journey, Learn ChatGPT, LLM, Prompt engineering, Create GenAI Chatbot","['Detailed Understanding of Generative AI', 'Key Concepts - LLM, Embeddings, Prompt Engineering, Fine Tuning', 'Industry use cases and ideas that can be implemented', 'Hands-on experience, creating a chatbot', 'Future trends and how to stay relevant in post-GenAI world', 'Roadmap for continous learning']","['A desire to learn...', 'Chatbot section (Optional) requires OpenAI credits']","['Anyone interested by the buzz around Generative AI', 'Aspiring AI/Generative AI Enthusiasts', 'Business Professionals and Leaders', 'Career Seekers in Tech', 'Innovative Problem Solvers', 'Data Scientists/Data Engineers']",Aakriti E-Learning Academy,4.5,"66,930 ratings",3.5 total hours,27 lectures,Beginner,"Current price₫319,000","Original Price₫429,000"
Machine Learning For Beginners: Build and Train an ML  Model,https://www.udemy.com/course/machine-learning-for-beginners-build-and-train-an-ml-model/,"A Step-by-Step Guide to Understanding, Building, and Evaluating Your First Machine Learning Model","['Understand Machine Learning Fundamentals', 'Identify Data Science Roles and Responsibilities', 'Acquire data from multiple sources and perform data cleaning to ensure accuracy and consistency.', 'Conduct exploratory data analysis (EDA) and create visualizations to uncover patterns and insights using tools like Matplotlib and Seaborn.', 'Implement strategies for detecting, handling, and imputing missing data.', 'Identify and work with various data types, including numerical, categorical', 'Develop, train, and evaluate machine learning models using libraries like Scikit-Learn.', 'Conduct feature engineering to enhance model performance by creating, transforming, and selecting features.', 'Interpret the results of machine learning models, including understanding metrics like accuracy, precision, recall, and F1 score.', 'Execute data preprocessing steps, including normalization, standardization, and encoding categorical variables.']","['Basic Computer Skills', 'A laptop or desktop computer with a modern operating system (Windows, macOS, or Linux).', 'A reliable internet connection']","['Beginners with No Prior Experience', 'Career Changers', 'Undergraduate and graduate students in any discipline who want to gain foundational knowledge in data science.', 'Business analysts, managers, and decision-makers who want to leverage data for strategic planning and operational efficiency.', 'Educators who want to incorporate data science concepts into their curriculum or research.', 'Hobbyists and tech enthusiasts eager to learn about data science and its applications.']",247 Learning,4.6,41 ratings,2.5 total hours,40 lectures,Beginner,"Current price₫279,000","Original Price₫399,000"
Real-world End to End Machine Learning Ops on Google Cloud,https://www.udemy.com/course/machine-learning-ops-on-google-cloud-real-world-data-science/,From Model Development to Deployment: Streamlining Machine Learning Workflows on Google Cloud,"[""Comprehensive understanding of Google Cloud Platform's suite for MLOps, diving deep into tools like Airflow,Cloud Build, Google Container and Artifact Registry"", 'Hands-on proficiency in orchestrating, deploying, and monitoring machine learning workflows using GCP Composer/Airflow and Vertex AI services.', 'Best practices and methodologies to ensure scalable, reproducible, and efficient machine learning pipelines on the cloud.', 'Insights and techniques tailored to help in preparation for the GCP Professional ML Certification exam, bolstering your credentials in the cloud ML domain.']","['Basic experience in developing Data science models ,concepts and terminologies', 'Working knowledge of Python, as the course will involve hands-on coding and scripting', 'Prior basic understanding and experience on using Google Cloud platform', 'Desire to expand and deepen skill sets in MLOps and cloud-based machine learning solutions']","['Data scientists and machine learning engineers looking to streamline their ML workflows and deploy models efficiently using Google Cloud Platform.', ""Cloud professionals aiming to specialize in machine learning operations and seeking hands-on experience with GCP's suite of tools."", 'Developers and IT professionals who want to understand the intersection of cloud computing and machine learning, and how to harness them together effectively.', 'Teams or individuals preparing for the GCP Professional ML Certification exam and seeking comprehensive coverage of the required topics.', 'Anyone interested in staying updated with the latest trends in cloud-based machine learning and MLOps practices.']",Sid Raghunath,4.7,309 ratings,6 total hours,88 lectures,Beginner,"Current price₫299,000","Original Price₫1,139,000"
Foundations of AI: From Problem-Solving to Machine Learning,https://www.udemy.com/course/foundations-of-ai-from-problem-solving-to-machine-learning/,"The course bridges problem-solving, search algorithms, and knowledge representation, paving the way for Machine Learning","['Provide an understanding of the basic techniques for building intelligent computer systems', 'Understand the search technique procedures applied to real world problems', 'Understand the types of logic and knowledge representation schemes', 'Understanding of how AI is applied to problems']",['No prerequisites are there for this course. Students can listen to the lectures of the course Artificial Intelligence from base'],"['Computer science students', 'Students preparing for Gate exams', 'Anyone planing for Government Exams in Computer Science base', 'Students interested in understanding the basic working of Artificial Intelligence', 'Anyone willing to learn the working of Artificial Intelligence']","Dr.Deeba K, Dr. Aruna M, Dr. B. Arthi",4.6,82 ratings,12.5 total hours,63 lectures,Beginner,"Current price₫299,000","Original Price₫869,000"
AI & Python Development Megaclass - 300+ Hands-on Projects,https://www.udemy.com/course/ai-python-development-megaclass-300-hands-on-projects/,"Training in Machine Learning, Deep Learning, Data Science, Computer Vision, NLP, Chatbots, and AI-Powered Applications","['Master Python programming from scratch, even with no prior experience', 'Understand the fundamentals of AI, machine learning, and deep learning', 'Build and deploy real-world AI applications using Python', 'Work with essential AI libraries like TensorFlow, PyTorch, and OpenCV', 'Develop practical skills through 100 hands-on AI and Python projects', 'Learn data analysis, visualization, and preprocessing for AI models', 'Implement AI-powered applications such as chatbots, recommendation systems, and automation tools', 'Gain experience in model training, evaluation, and optimization techniques', 'Understand the ethical and practical considerations of AI development', 'Build a portfolio of AI and Python projects to showcase skills to employers or clients']","['No prior programming or AI experience required', 'A computer with internet access for coding and project work', 'Willingness to learn and experiment with Python and AI concepts', 'Basic familiarity with using a computer and installing software', 'An interest in AI, machine learning, and automation', 'A mindset for problem-solving and hands-on learning', 'Optional: A Google Colab or Jupyter Notebook setup for running Python code']","['Absolute beginners with no prior programming or AI experience', 'Aspiring AI engineers looking to build a strong foundation in Python and AI', 'Students and professionals who want hands-on experience with real-world AI projects', 'Developers transitioning into AI and machine learning from other fields', 'Data enthusiasts who want to apply Python for AI-driven applications', 'Entrepreneurs and business professionals interested in leveraging AI for automation', 'Tech enthusiasts looking to explore Python and AI through practical projects', 'Educators and trainers seeking structured AI and Python learning resources', 'Researchers and analysts who want to enhance their AI and data science skills', 'Anyone interested in learning AI development through a project-based approach']",School of AI,4.5,289 ratings,58 total hours,214 lectures,Beginner,"Current price₫279,000","Original Price₫399,000"
Introduction to AI & Machine Learning,https://www.udemy.com/course/introduction-to-ai-machine-learning/,"Comprehensive overview of AI, ML, Deep Learning, ... for complete beginners from zero","['Understand the most important concepts of AI and Machine Learning', 'Know different types of Machine Learning', 'Introduction to Machine Learning techniques', 'Understand Regression, Classification, and Clustering', 'Learn about Neural Network and Deep Learning', 'Acquire a foundation in AI & Machine Learning']",['Just basic high school math'],"['Complete beginners who want to get a comprehensive introduction to AI and ML', 'You just simply want to review your knowledge']",TheWay2AI by Dr. Long Nguyen,4.1,139 ratings,1 total hour,11 lectures,Beginner,"Current price₫299,000","Original Price₫399,000"
Machine Learning for Aspiring Data Scientists: Zero to Hero,https://www.udemy.com/course/machine-learning-computing-school/,Learn the foundations of machine learning to get a job in data science. No coding experience required.,"[""Undertand the foundations of machine learning even if you're a total beginner"", 'Be able to pass the typical machine learning interviews for data science jobs', ""Avoid rookie mistakes that waste companies' time and money"", ""Learn machine learning without spending time on mathematical proofs and outdated methods that don't come up in interviews or work."", 'Build machine learning models with Python and Scikit-Learn', 'Understand linear regression, neural networks, random forest, gradient boosting, support vector machines']","[""No programming or advanced math experience required! You'll learn everything you need to know.""]","['Aspiring data scientists who want to get their first job in the field.', 'Software engineers who want to be involved in data science and machine learning.', 'Researchers who want to make the move from academia to industry.', 'Computer science graduates who want to dabble in data science.']",Emmanuel Maggiori,4.8,68 ratings,16 total hours,218 lectures,Beginner,"Current price₫299,000","Original Price₫399,000"
Machine Learning & AI Foundations Course,https://www.udemy.com/course/machine-learning-ai-foundations-course/,"Learn the core concepts of AI & Machine Learning, from basics to real-world applications, step by step","['Understand the fundamentals of AI and ML', 'Apply core mathematical and statistical principles', 'Build and evaluate basic machine learning models', 'Understand and implement deep learning concepts', 'Identify and address ethical challenges in AI', 'Gain practical experience with AI tools and workflows']","['No prior experience with AI or Machine Learning is required', 'A basic understanding of high school mathematics', 'Some familiarity with programming (preferably Python)', 'Most importantly: curiosity and willingness to learn']","['Students & Beginners in Tech', 'Career Changers', 'Early-Career Developers, Data Analysts, or Engineers', 'Entrepreneurs & Business Professionals', 'Lifelong Learners']",Data Science Academy,4.4,84 ratings,2.5 total hours,48 lectures,Beginner,"Current price₫279,000","Original Price₫1,039,000"
Machine Learning Deep Learning Model Deployment,https://www.udemy.com/course/machine-learning-deep-learning-model-deployment/,Serving TensorFlow Keras PyTorch Python model Flask Serverless REST API MLOps MLflow NLP Generative AI OpenAI GPT,"['Machine Learning Deep Learning Model Deployment techniques', 'Simple Model building with Scikit-Learn , TensorFlow and PyTorch', 'Deploying Machine Learning Models on cloud instances', 'TensorFlow Serving and extracting weights from PyTorch Models', 'Creating Serverless REST API for Machine Learning models', 'Deploying tf-idf and text classifier models for Twitter sentiment analysis', 'Deploying models using TensorFlow js and JavaScript', 'Machine Learning experiment and deployment using MLflow']",['Prior Machine Learning and Deep Learning background required but not a must have as we are covering Model building process also'],['Machine Learning beginners'],FutureX Skills,4.6,879 ratings,6.5 total hours,65 lectures,Beginner,"Current price₫279,000","Original Price₫399,000"
Building AI Projects Master Machine Learning & Deep Learning,https://www.udemy.com/course/2023-machine-learning-a-to-z-5-machine-learning-projects/,Hands-On Projects in Machine Learning & Deep Learning for Real-World AI Solutions,"['Master Python, Machine Learning, Deep Learning, and Time Series techniques by implementing real-world projects.', 'Gain practical experience through 25+ hours of video content and downloadable resources.', 'Build 5 hands-on Data Science projects with Jupyter Notebooks for a comprehensive learning experience.', 'Understand the theory and practical applications of ML and DL, setting you up for success in the industry.']","['No prior programming knowledge is required. This course is beginner-friendly.', 'Basic knowledge of mathematics is helpful but not necessary. You’ll learn the core concepts as we progress.', 'Ideal for those with an engineering, science, mathematics, or statistics background who want to delve into machine learning.']","['Beginner Python developers looking to explore Data Science and Machine Learning.', 'Career changers from non-technical fields who want to break into Data Science.', 'Freshers eager to start a career as a Machine Learning Engineer.', 'Aspiring Data Scientists wanting a practical approach to ML and DL.']",Akhil Vydyula,4.4,27 ratings,3 total hours,12 lectures,Beginner,"Current price₫279,000","Original Price₫399,000"
AI for Everyone: Understanding and Applying the Basics,https://www.udemy.com/course/ai-bootcamp-guru/,Embark on Your AI Adventure: No Tech Background Required,"['Explain the Fundamentals of Artificial Intelligence (AI)', 'Differentiate Between AI, Machine Learning, and Deep Learning', 'Understand the Basics of Machine Learning', 'Explore Deep Learning and Neural Networks', 'Analyze Common AI Applications', 'Apply AI Concepts in Real-Life Scenarios', 'Prepare for Further AI Learning']","['No Technical Background Required.', 'Come with open mind and curiosity']","['Dive into AI: Perfect for curious minds seeking to understand and apply AI in everyday life without any prior tech expertise.', 'From professionals to hobbyists This course is your gateway to leveraging AI for career advancement and personal growth.', 'Educators, entrepreneurs, or just tech enthusiasts – join us to unlock the transformative power of AI, making technology accessible.']",Ritesh Vajariya,4.5,"3,642 ratings",3 total hours,10 lectures,Beginner,"Current price₫279,000","Original Price₫859,000"
Flutterアプリ開発講座(上級編),https://www.udemy.com/course/nzigen-flutter_advanced/,Flutterアプリ開発を極める！多言語化から、ユニットテスト、リファクタリング、設計パターン、ネイティブ連携、アプリ内課金までを網羅。上級者向けの実践的なスキルアップ講座。Google Flutter・モバイルアプリ開発講座の決定版！,"['Flutterでのアプリ開発', '多言語化', 'ユニットテスト', 'リファクタリング', '様々なユースケースに対応', '設計パターン', 'ネイティブ連携', 'アプリ内課金', 'Google Flutter', 'プログラミング']","['プログラミング能力をさらに高めたいという方、Flutter技術を磨きたい方。', 'Flutter/プログラミング の 中級者から上級者にステップアップしたい方']","['スマートフォンアプリの開発に興味のある方', 'プログラミングを学びたい方。', 'Flutterを学びたい方', 'Dart言語を学びたい方', 'ネイティブ連携を学びたい方', '課金処理を学びたい方']",エヌ次元 株式会社,3.9,40 ratings,15 total hours,124 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Desenvolvimento Flutter avançado,https://www.udemy.com/course/desenvolvimento-flutter-avancado/,Curso  especialista em desenvolvimento de aplicativos móveis com Flutter,"['Os alunos serão capazes de criar aplicativos completos com gerenciadores de estado, utilizar o melhores padrões de projetos e arquiteturas de software.', 'Os alunos serão capazes de criar projetos totalmente escaláveis com as melhores soluções do mercado.', 'Aplicar padrões de projeto no desenvolvimento de aplicativos Flutter, como TDD, DDD, SOLID, Singleton, injeção de dependências e mais.', 'Desenvolver arquiteturas de software robustas para aplicativos Flutter.']","['É necessário que você já entenda o básico do Flutter, como instalação, configuração do ambiente de desenvolvimento, emuladores ou simuladores para rodar os aplicativos.']","['Para desenvolvedores Flutter, que já entendam o básico e que queiram elevar suas habilidades para construir aplicativos realmente incriveis.']",Paulo Antonio Mendes,4.8,97 ratings,13 total hours,73 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Complete Android App Development With Kotlin Course In Hindi,https://www.udemy.com/course/complete-android-app-development-with-kotlin-course/,Master Kotlin And Android App Development From Beginner To Advanced - 12+ Chapters - Calculator And Login App Project,"['Kotlin Language For App Development', 'Build Fully Functional Android Apps: Learners will acquire the skills to design and develop fully functional Android applications from scratch using Kotlin.', 'Understand Android Studio and Development Tools: Learners will learn how to effectively use Android Studio, Gradle, and other essential tools.', 'Grasp Knowledge Of Kotlin: Along with android app development you will gain some knowledge of Kotlin as well.', 'Implement Real-World App Features: Learners will learn to create apps with modern functionalities like, database integration,  and responsive UI/UX design.', 'App Projects: App tutorials for Calculator and Login App from Scratch.']","[""This course is absolutely for Beginners so you don't need to know anything, you will learn everything from here from Scratch.""]",['Beginners who wants to become Android App Developer'],Coding Beast,5.0,2 ratings,22.5 total hours,69 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Ultimate AWS Certified Solutions Architect Professional 2025,https://www.udemy.com/course/aws-solutions-architect-professional/,Be AWS Certified Solutions Architect Professional. Full Amazon Web Services Solution Architecture deep-dive for SAP-C02,"['PASS the *NEW* AWS Certified Solutions Architect PROFESSIONAL Certification SAP-C02', 'ALL 500+ SLIDES available as downloadable PDF', 'TO THE POINT course to help you ace your exam!', '**SLIDES ONLY**  - no hands-on for this course']","['MUST HAVE - AWS Certified Solutions Architect Associate', 'MUST HAVE - Real Hands-On experience with AWS', 'GOOD TO HAVE - AWS Certified Developer, SysOps & DevOps Professional to gain some hands-on experience']",['Anyone wanting to acquire the knowledge to pass the AWS Certified Solutions Architect Professional Certification'],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.7,"24,126 ratings",Unknown duration,Unknown lectures,Unknown level,"Current price₫339,000","Original Price₫1,949,000"
Practice Exam AWS Certified Solutions Architect Professional,https://www.udemy.com/course/practice-exam-aws-certified-solutions-architect-professional/,Prepare for your SAP-C02 exam. 180 high-quality practice test questions written from scratch with detailed explanations!,[],[],['Anyone preparing for the AWS Certified Solutions Architect Professional SAP-C01'],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Abhishek Singh",4.5,"3,606 ratings",Unknown duration,Unknown lectures,Unknown level,"Current price₫419,000","Original Price₫1,809,000"
Yuxarı səviyyə Flutter Developer ol | 2024,https://www.udemy.com/course/yuxar-sviyy-flutter-developer-ol-2024/,"Flutter və Software Engineering-də biliklərini artırmaq istəyirsənsə, kurs əsl sənin üçündür.","['Clean Architecture', 'Unit Testing', 'Melos Package Manager, Monorepo Architecture', 'Local Database, Drift, Tables, Daos', 'DTOs, Data Sources, Repositories', 'Domain - Entities, Use Cases, Repositories', 'Feature-First Architecture, Feature API, Decoupling', 'Abstract Rest Service']",['Flutter-də və ya proqramlaşdırmada təcrübəsi olan və yeni mövzular əldə etməyən hər kəs yararlana bilər.'],['Flutter-də və ya ümumi Software Engineering-də olan biliklərini daha da artırmaq istəyənlər üçün yararlıdır'],Kanan Yusubov,4.8,7 ratings,3 total hours,13 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Ultimate AWS Certified Solutions Architect Professional 2025,https://www.udemy.com/course/aws-solutions-architect-professional/,Be AWS Certified Solutions Architect Professional. Full Amazon Web Services Solution Architecture deep-dive for SAP-C02,"['PASS the *NEW* AWS Certified Solutions Architect PROFESSIONAL Certification SAP-C02', 'ALL 500+ SLIDES available as downloadable PDF', 'TO THE POINT course to help you ace your exam!', '**SLIDES ONLY**  - no hands-on for this course']","['MUST HAVE - AWS Certified Solutions Architect Associate', 'MUST HAVE - Real Hands-On experience with AWS', 'GOOD TO HAVE - AWS Certified Developer, SysOps & DevOps Professional to gain some hands-on experience']",['Anyone wanting to acquire the knowledge to pass the AWS Certified Solutions Architect Professional Certification'],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.7,"24,126 ratings",16.5 total hours,206 lectures,Expert,"Current price₫339,000","Original Price₫1,949,000"
"MIT app inventor 2 (AI2) de cero a master, cero codificación",https://www.udemy.com/course/mit-app-inventor-2-ai2-de-cero-a-master-cero-codificacion/,Creación de aplicaciones móviles sin conocimientos de programación,"['Manejo de componentes, textbox, label, switch, progressbar, botones, listpicker, datepicker, timepicker, imagepicker, notifier, listview, webview', 'Manejo de componentes, layout, camara, audio, video, geolocalización, web, mapas, listas, diccionarios y extensiones', 'Consumo de apis, uso de postman, talent api test y json', 'Manejo de back-end de google sheet, firebase, xano, airtables, sqlite y operaciones CRUD', 'Creación de las apk', 'Más de 16 horas de videos tutoriales que te llevarán paso a paso']","['No necesitas saber de programación', 'Orientado a personas de toda profesión']","['Quienes desean desarrollar aplicaciones móviles para ANDROID', 'Quienes desean desarrollar aplicaciones móviles no code sin cero codificación']",Jaime Alfredo Avilés Flores,4.4,12 ratings,17 total hours,40 lectures,Expert,"Current price₫299,000","Original Price₫399,000"
Learn Advanced Modern JavaScript Programming,https://www.udemy.com/course/learn-advanced-modern-javascript-programming/,Go Beyond the Basics — Become a Professional JavaScript Developer Ready for the Modern Web,"['Learn Deep Understanding of Core JavaScript Concepts', 'Learn Mastering Modern JavaScript (ES6+) Features', 'Learn Working with Asynchronous JavaScript using callbacks, promises, async/await, and handling real-world asynchronous operations', 'Learn Modular and Scalable Code Structure']",['No Such Requirement'],"['Anyone who wants to Learn Deep Understanding of Core JavaScript Concepts', 'Anyone who wants to Learn Mastering Modern JavaScript (ES6+) Features', 'Anyone who wants to Learn Working with Asynchronous JavaScript using callbacks, promises, async/await, and handling real-world asynchronous operations', 'Anyone who wants to Learn Modular and Scalable Code Structure']",Data Science Academy,5.0,5 ratings,29 total hours,110 lectures,Expert,"Current price₫279,000","Original Price₫1,039,000"
Flutter Avanzado - El siguiente nivel del desarrollo móvil,https://www.udemy.com/course/flutter-avanzado/,"Sesiones con JWT y Refresh Tokens,SocketIO, Google Maps, Heremaps, Platform Channels, Animaciones, WebRTC, Flavors","['Consumir API REST con flutter', 'Almacenamiento de información sensible en el KeyStore y Keychain', 'RefreshTokens con JWT', 'Futures y código  asincróno en Dart', 'Mejorar tus UI en flutter', 'Aprender sobre la Experiencia de Usuario enfocado a apps móviles', 'Real-time con socket-io', 'Código nativo en flutter', 'Plaftform Channels complejos', 'Event channels', 'Crear plugins, widgets y packages instalables', 'Crear una app de video chat con webrtc', 'Trabajar con Flavors y Targets para crear apps de marca blanca o aplicaciones gratis y de pago', 'Trabajar con Google Maps y crear marcadores personalizados', 'Crear un clon de Uber con Google Maps y la api de Heremaps', 'Geolocalizacion en segundo plano con plataform channels', 'Manejo de widgets complejos en flutter', 'Crear Animaciones en flutter']","['nivel basico de flutter', 'nivel intermedio de flutter', 'nivel básico a intermedio de dart', 'programar en java', 'programar en swift', 'conceptos nativos de Android e iOS']",['Desarrolladores de apps móviles con flutter que esperan llegar a un nivel avanzado enfocados en el ámbito profesional'],Darwin Morocho,4.6,345 ratings,33.5 total hours,198 lectures,Expert,"Current price₫349,000","Original Price₫469,000"
Desenvolvimento Android Crie um App FORÇA DE VENDAS completo,https://www.udemy.com/course/criando-um-app-de-vendas-no-android-studio-e-area-admin-php/,Curso com 423 aulas. Crie um aplicativo de força vendas no android studio com área administrativa em PHP.,"['Os alunos aprenderão a criar um cadastro de clientes, produtos, vendas, contas a receber e muito mais...', 'Os alunos aprenderão a trabalhar com sqlite no android studio (banco de dados sql relacional)', 'Os alunos aprenderão a trabalhar com PHP usando padrão de projetos DAO no PHP e JAVA', 'Os alunos aprenderão a user a classe de persistência PDO no PHP usando netbeans', 'Os alunos aprenderão a trabalhar com bootstrap para criar a área admin do sistema de pedidos', 'Os alunos aprenderão a trabalhar com layouts no android studio', 'Os alunos aprenderão a trabalhar com a biblioteca volley e retrofit para consumir API dos cadastros de produtos e clientes', 'Os alunos aprenderão a criar conexão com banco de dados no PHP', 'Todos os alunos aprenderão a criar qualquer tipo de sistema de cadastros no android studio e no PHP.']","['Ter noções de orientação a objetos', 'Ter foco, garra e paciência para terminar o curso']","['Estudante de sistemas de informação', 'Estudantes de ciência da computação', 'Pessoas que gostam de trabalhar com banco de dados relacional', 'Iniciante em programação android', 'Iniciante em programação PHP.', 'Programadores Delphi que trabalham com sistemas comerciais', 'Pessoas que querem entender banco de dados sqlite no android', 'Programadores que querem aprender a criar aplicativos de alto nível no android studio']",Paulo Santos - Instructor and development Apps.,3.9,70 ratings,119 total hours,424 lectures,Expert,"Current price₫349,000","Original Price₫469,000"
MongoDB Associate Developer Exam - Practice Tests,https://www.udemy.com/course/certified-mongodb-developer-exam-c100dev-practice-tests/,Master MongoDB Development with Practice Tests - Ace the Associate Developer Exam and Validate Your Expertise!,[],[],"['MongoDB Developers', 'Application Developers', 'Backend Developers', 'Full Stack Developers', 'Database Developers and Engineers', 'Software Engineers Transitioning to NoSQL', 'DevOps and Site Reliability Engineers (SREs)', 'Cloud-Native and Microservices Developers', 'Technical Consultants and Freelancers']",Paweł Krakowiak,4.5,291 ratings,Unknown duration,Unknown lectures,Expert,"Current price₫309,000","Original Price₫1,159,000"
Flutter Certified Application Developer - Practice Exams,https://www.udemy.com/course/flutter-certified-application-developer-exams/,Prepare Thoroughly for the Flutter Certified Application Developer Exam with Six In-Depth Practice Exams!,[],[],"['Mobile Application Developer', 'Flutter Developer', 'Android &iOS Developer', 'Cross-Platform App Developer', 'Application Architect', 'Front-End Developer', 'Full-Stack Developer', 'UI/UX Engineer', 'Technical Lead (Mobile)', 'Product Engineer (Mobile)']",Paweł Krakowiak,4.1,5 ratings,Unknown duration,Unknown lectures,Expert,"Current price₫279,000","Original Price₫399,000"
"Full Digital Marketing Course 2025: PPC, SEO, SMM, GTM, GA4",https://www.udemy.com/course/full-digital-marketing-course-2025-ppc-seo-smm-gtm-ga4/,"Learn Everything in Digital Marketing - PPC, SEO, SMM, Social Media Ads, GTM, GA4, Email Marketing,  Web Dev And More!","['PPC Advertising: Gain hands-on experience with paid ads on Google and social media platforms, covering campaign setup, targeting, bidding, and budget management', 'SEO Fundamentals: Master the basics of Search Engine Optimization, including keyword research, on-page, off-page, and technical SEO, to boost organic search.', 'Google Analytics 4 (GA4) Mastery: Analyze and interpret user data, set up key performance indicators (KPIs), and make data-driven marketing decisions with GA4.', 'Email Marketing Essentials: Develop email campaigns that build customer relationships, drive engagement, and increase conversions with best practices in segment', 'Website Development Essentials: Gain insight into developing user-friendly, conversion-optimized websites, with introduction to basic web design & development.', 'Google Tag Manager (GTM) Setup and Usage: Explore GTM for efficient tracking, custom event creation, and conversion tracking without the need for coding.', 'Current Trends and Best Practices: Stay updated on the latest trends in digital marketing, including AI-driven tools, content formats, and algorithm updates.', 'Campaign Optimization: Learn to analyze campaign performance metrics, identify trends, and optimize ads and content for improved results.', 'Audience Targeting and Segmentation: Understand how to define, reach, and convert the right audiences using different targeting methods across channels.', 'Marketing Analytics & Reporting: Create detailed reports to showcase campaign performance, ROI, and actionable insights for continuous improvement.', 'Content Marketing Strategy: Learn to craft effective content strategies that engage audiences and drive conversions across various digital platforms.']",['NO digital marketing experience is required!'],"['Entrepreneurs, business owners, bloggers, social media fans', ""Anyone who doesn't want to pay big bucks every month outsourcing Digital marketing to an agency - Learn how to do it yourself!"", 'Business owners who want to use digital marketing (SEO, Google Ads, Email marketing and many other strategies) to grow their business', 'Anyone who owns a website and wants to increase web traffic, conversions, and sales']",Digital School,4.6,124 ratings,52 total hours,774 lectures,Expert,"Current price₫279,000","Original Price₫439,000"
